filename,citations,circumstance,year,RTNs,location,link
2-0000168 - WORCESTER - NON 04-27-2001,['40.0445'],"on september 10, 1997, the department approved a release abatement measure ram plan for the site, including the removal and disposal of contaminated soil. no ram completion statement has been received, therefore ram status reports were required 120 days after the submission of the ram plan and every six months thereafter. no ram status reports have been submitted. .",2001,2-0000168,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000168
2-0000168 - WORCESTER - NON 04-27-2001,['40.0550'],"the department issued a tier ib permitfor this site that became effective on october 29, 1997. the deadline for completion and submittal of a phase ii comprehensive site assessment csa and phase iii remedial action plan rap was october 29, 1999, and the deadline for a phase iv remedy implementation plan rip was october 29, 2000.. the department has not received any of these submittals.",2001,2-0000168,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000168
2-0000168 - WORCESTER - NON 04-27-2001,['40.0740'],"on august 4, 1998, the department received a letter from lawrence lessard stating that he was no longer acting as the licensed site professional lspofrecord for the site. mr. lessard is listed on your permit as the lsp for this site. the department has not received a minor permit modification indicating the lsp overseeing response actions at this site.",2001,2-0000168,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000168
2-0000194 - WORCESTER - NON  12-21-2000,['40.0550'],"the department originally identified the property at 150 prescott street, worcester as a confirmed disposal site in 1989. on march 22, 1994 the department issued a tier ib permit for. this site, which was accepted and became effective on june 3, 1994. a phase ii comprehensive site assessment csa and phase iii remedial action plan rap were submitted on april 6, 1999. no phase iv remedy implementation plan rip or response action outcome statement rao have been submitted. ,",2000,2-0000194,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000194
2-0000194 - WORCESTER - NON  12-21-2000,['40.0724'],"see enn ee nn the department originally identified the property at 150 prescott street, worcester as a confirmed disposal site in 1989. on march 22, 1994 the department issued a tier ib permit for this site, which was accepted and became effective on june 3, 1994. the tier ib permit expired on june 3, 1999. although further response actions are required at the site, no tier ib permit extension application was filed with the department.",2000,2-0000194,WORCESTER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000194
2-0000270 - AUBURN - NON  03-12-2001,"['40.0942', '40.0904', '40.0971', '40.0926', '40.0017', '40.0835', '40.0833', '40.0836']","the phase ii comprehensive site assessment csa, dated tame 5, 1998, does.not meet the phase ii performance standards for the following reasons 1. the horizontal and vertical extent of groundwater contamination has not been determined as per 310 cmr 40.08331a and 40.08354f. the phase ii report section 8.0 states, the extent of groundwater impacted by vph and mtbe was not fully delineated for this investigation. therefore, a phase ii completion statement should not have been submitted as per 310 cmr 40.0836. specific omissions relative to the determination of the extent of contamination include a. the horizontal extent of contamination exceeding applicable gw1 and gw3 standards is not defined to the southeast. concentrations of c cg aliphatics 11,765 ppb exceed the gw1 and gw3 standards of 400 ppb and 4,000 ppb, respectively, in a piezometer located in an adjacent wetlane. the pieromicter is the most downgradient monitoring point. b. the phase ii notes that groundwater flow was historically estimated to be to the eastnortheast from 1987 to 1994. groundwater flow since 1998 has been to the southeast. concentrations of methyltertiarybutyl ether mtbe exceed gw1 at monitoring well mw5, the easternmost groundwater sampling point. further delineation was not performed to the east. . 695.southbridge st., auburn, rtn 200270 c. nonce013029 the horizontal extent of groundwater contamination exceeding gw1 standards was not determined to the north and west. exposure point concentrations epcs for benzene, mtbe, c5 c8 aliphatics, c9 cy aromatics, and napthalene exceed gw standards in mw101, mw102, and mw103. monitoring wells were not installed upgradient nwnne of mw102 or crossgradient nww sw of mw101 and mw103 to delineate the limit of gw1 exceedences.. the phase i report by gti, dated february 8, 1990, also shows soil gas vapor study samples vp7 vp8, located crossgradient nwwsw of the former gasoline usts to have detected elevated concentrations of benzene and toluene relative to other soil gas samples at the site. the vertical extent of contamination was not delineated. photoionization detector pid screening of soil obtained from. soil borings b6 and b7 detected concentrations of 1173 ppm total organic vapors tovs and 310 ppm tovs in the final split spoon samples obtained at depths of 12 ft. to 14 ft. below grade. the average depth of auger refusal was 13.3 ft. below grade. monitoring well gauging from 1998 to june 2000 revealed the maximum depth of groundwater ranged from 11.01 ft. mw103 to 11.96 ft mw101. bedrock wells were not installed at the site to determine vertical gradients or potential migration of contaminants into bedrock that may impact private wells in the site vicinity. potential source areas have notbeen adequately characterized in the phase ii csa as per 2s 310 cmr 40.08331a and 40.08354. specific omissions relative to potential source areas include a. the phase ii csa identifies the release source as petroleum hydrocarbons adsorbed onto the soil in the groundwater table since all underground storage tanks usts, piping and dispensers. were removed. concentrations of volatile organic compounds vocs were not detected in soils excavated from the gasoline ust area in 1989, although soils did exhibit pid readings up to 300 ppm and a flashpoint of 200 f. technical justification for these discrepancies was not provided in the phase i, phase i, or rao. sampling of former ust areas should be performed using uptodate methods to verify soil is not a continuing source of groundwater contamination. dispenser areas were not sampled with the exception of two 2 soil borings b1.and b6. pid screening of soil obtained from b6 at 10 ft. to 12 ft. below grade ranged from. 666 ppm to 1173 ppm. confirmatory soil sampling of former piping runs was not performed.. the phase ii report states approximately 30 yd soil was excavated im february 1990 during the removal of a waste oil ust at the site. the excavated soil was reused as backfill after laboratory analytical results did not detect contaminants. the report does not state what analyses were conducted. copies of laboratory reports are not provided in the phase ii or rao. it is unclear if confirmatory soil samples were obtained from the excavation walls and bottom. analytical results should be provided to eliminate the waste oil ust as a potential source area. table 2 of the phase ii report shows that concentrations of extractable petroleum hydrocarbons eph and target analytes less than s1gw1 standards were detected in a soil sample obtained from soil boring b9 mw103, located 30 ft. south of the former fuel oil ust. reports do not indicate that confirmatory soil samples were obtained frdm the former fuel oil excavation to eliminate the ust s702 iriel ipas erp a ntene este ceases tcecceen np tnety stat sinnnenape pacts omminnnninianenanesenitaf ses hphehesen ve apteseetatgeeset ine be 695 southbridge st, auburn, rtn 200270 nonce013029 as a potential source. groundwater was not sampled for eph during the phase ii or for the rao. 3. environmental fate and transport of oil andor hazardous material was not fully evaluated as per 310 cmr 40.08331a and 40.0835 4. specific omissions relative of fate and transport include a. the stream originating in. he adjacent wetland ultimately discharges to a municipal well field located approximately onehalf mile to the northwest of the site. downstream surface water samples were not obtained to evaluate potential migration of contaminants from the site property. the phase if csa and rao do not discuss the presence of underground utilities or storm drains, or the potential for utilities to act as migration pathways for groundwater contamination. or vapor intrusion. the risk characterization for safety does not note pid or lower explosive limit lel screening of utilities and drains. utilities and drains are not depicted on site plans. 4, the method 1 risk characterization included in the phase it csa did not adequately characterize risk to human health, safety, the environment and public welfare pursuant to .310 cmr 40.08331b and 40.08354h. . specific omissions relative to risk characterization include 3a concentrations of volatile petroleum hydrocarbons vph and vph target analytes detected in a single surface water sample were compared to method 1 risk characterization standards. a method 1 risk characterization is not appropriate unless contamination is limited to soil and groundwater media as per 310 cmr 40.0942 and 310 cmr 40.09711. discharge of groundwater to the wetland was not fully evaluated as groundwater in the wetland piezometer exceeded gw3 standards for vph. gw3 standards are intended to be protective for potential surface. water impacts. a single surface water sample does not provide a conservative exposure point concentration to account for seasonal differences. as per 310 cmr 40.0926. therefore, risk to human health potentially posed by surface water contamination in the wetland was not determined. receptors may include children, construction workers, and trespassers. risk to human health may be characterized with a limited method 3 risk characterization for exposure pathways associated with surface water and sediment if further evaluation and delineation confirms the likely migration of potentially significant concentrations to sediment and surface water as per 310. cmr 40.0942b. an ecological risk characterization was not conducted to determine the risk to the environment by sediment and surface water contamination pursuant to 310 cmr 40.09421b 1. soil samples were obtained from soil borings at or shove the water table interface. . however, soil boring samples exhibiting the highest volatile concentrations by pid screening in borings b6, b7, and b8 were not laboratory analyzed. therefore, the risk posed by potential contact with these soils may have been under quantified and not adequately determined as per 310 cmr 40.09042a. pid screening of a soil sample obtained from boring b2 detected 570 parts per million ppm total orgariic vapors tovs. laboratory analytical results from svt up shhhes tes ee oreeetenntnsenney nner essenotice of noncomplance summary 695 southbridge st., auburn, rtn 200270 nonce013029 the b2 sample detected 2.05 ppm cs5cg aliphatics and 0.711 ppm cocyo aromatics below the s1gw1 standard of 100 ppm. similar laboratory analytical results were detected in boring b3 where pid screening had detected only 5.6 ppm tovs. technical justification was not provided to explain this discrepancy and the use of this data as scientifically defensible to support the tisk characterization pursuant to 3. 10 cmr 40.0017. violations 1 through 4, cited collectively, result in a failure to meet phase if performance standards. this is a class ii violation.",2001,2-0000270,AUBURN,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000270
2-0000270 - AUBURN - NON  03-12-2001,"['40.0859', '40.1004', '40.0956', '40.1050', '40.0861', '40.0191']","the class c response action outcome rao statement, received by the department on october 24, 2000, failed to demonstrate that all requirements of the applicable class of rao have been met as per 310 cmr 40.1004d. the class c rao establishes monitored natural attenuation mna as a temporary solution for the site. the phase il remedial action plan rap and phase iv remedy implementation plan rip fail to support the selection and implementation of mna as temporary salntiox to achieve a class cc rao as per 310 cmr 40.1050. 1, .mnais not appropriate as the primary remedial alternative at the site for the following reasons oa primary lines of evidence, such as temporal izopletts maps or graphs, demonstrating a stable or shrinking plume are not presented in the phase hi, providing information of sufficient detail on the selection of mna as the remedial alternative pursuant to 310 cmr 40.08611. b. secondary lines of evidence, including plots of dissolved oxygen, carbon dioxide, redox potential, microbial counts, etc., demonstrating that a biologically destructive process as opposed to transport and dilution is occurring have not been presented to support the selection of mna as per 310 cmr 40.08611. the phase iv rip does not include documentation of the effectiveness of the expected destruction of contaminants as per 310 cmr 40. 08743b6.b. the phase iv rip and rao do not propose sampling and analysis of groundwater for secondary natural attenuation parameters. c. the us environmental protection agency epa in their office of solid waste and emergency response oswer directive, use and monitored natural attenuation at superfund, rcra corrective action, and underground storage tank sites states that compounds that tend not to degrade readily in the subsurface e.g., mtbe and 1,4dioxane and that represent an actual or potential threat should be assessed when evaluating the appropriateness of mna remedies. the american society for testing and materials astm guidance, standard guide for remediation of groundwater by natural attenuation at petroleum release sites states if constituents are present which do not readily attenuate, such as methyltbuty ether mtbe, remediation by natural attenuation may not be a suitable remedial alternative or may need to be supplemented with other remedial technologies. response action performance standards raps requires consideration of depepa guidance and the use of standards generally accepted by the professional and trade communities per 310 cmr 40.0191. average mtbe concentrations in mw5 were 587 ppb between 695. southbridge st., auburn, rtn 200270 nonce013029 november 1990 and september 1998 average mtbe concentrations in mw5 were 686. ppb from january 1999 to june 2000 the period used for epc calculation. mtbe concentrations in mw101 and mw102 have not shown consistent decreasing trends. monitoring for degradation byproducts of mtbe, such as formaldehyde, tertbutyl formate, tertbutyl alcohol tba, etc., is not proposed to further assess attenuation of mtbe at the site. contingency remedies and triggers are not presented if mna does not reduce contamination are not presented in accordance with the epa directive. epa and astm guidance do not recommend mna if potential receptors such as private wells may be impacted. sites where groundwater moves preferentially through discrete pathways such as bedrock fractures may preclude adequate monitoring to ensure that potential receptors will not be impacted. there are two 2 private wells at 1012 sibley street and 18 sibley street within 500 ft., and approximately six 6 other private wells reported to be located on sibley street. the rao does not identify the locations of all private wells within the site vicinity or provide well construction details. assessment of the bedrock aquifer was not performed to evaluate potential migration trends. semiannual sampling of 1012 sibley street is proposed in the rao. however, alternative remedial contingencies for the source area or teceptors are not presented in the event of impacts to private wells. the phase il rap does not provide estimates of himetiniss to achieve gw1 standards to demonstrate that mna is a costeffective and timely remedial alternative as per 310. cmr 40.08592 and 40.08594. this site was confirmed as a disposal site by the department in 1991, was granted a waiver of approvals to conduct response actions, and requested four 4 tier ii extensions following waiver expiration. therefore, the selection of a remedial alternative must give greater consideration to achieving a timely a 2. the class c rao does not provide information sequiced pursuant to 40.1050, specific omissions include a. b. a substantial hazard evaluation, meeting the requirements of 310 cmr 40.0956 was not presented. a plan for definitive and enterprising steps to achieve a permanent solution was not presented. pursuant to 310 cmr 40.08612h such a plan may include identification and development of an alternative that is a likely permanent solution and a schedule for the implementation of such steps. violations 1 and 2, cited adlloctively is a failure to meet response action performance standards. this is a class hi violation.",2001,2-0000270,AUBURN,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000270
2-0000270 - AUBURN - NON  03-12-2001,['40.0411'],"the massachusetts contingency plan requiring assessment for immediate response actions iras was promulgated in october 1993. testing of private wells within 500 ft. of the site at 1012 sibley street, performed only twice in 10 years in october 1990 and august 2000, and performed once at 18 sibley street in october. 1990, is a failure to continually assess and evaluate for a condition requiring an immediate response action ira as per 310 cmr 40.04117 where contaminant concentrations in groundwater exceeded rcgw1. the phase i csa notes several other private wells are located on sibley street. locations of other private 05 etre te ep terete seep iceene ment enep trys ceieenanyeneonneennetay gp eemeaicadiinntluits panei fiat nana . 695 southbridge st, auburn, rtn 200270 nonce013029 wells on sibley street are not provided. construction details of private wells were not provided to determine if wells utilize the overburden or bedrock aquifer. the vertical extent of contamination at the site property and the vertical gradient was not determined to further evaluate potential impact to private wells. all private bedrock wells on sibley street should be monitored on a semiannual basis, at a minimum, until a permanent solution is attained. to fully evaluate the potential risk associated with gasoline constituents, sampling should include . vph carbon ranges in addition to volatileorganic compounds by usepa method 524.2. failure to continually assess and evaluate for an ira coridition is a class i violation.",2001,2-0000270,AUBURN,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000270
2-0000284 - DOUGLAS - NON 02-08-2001,['40.0445'],"eh iese po sop racca aa paciane can pa pao on december 11, 1997, you submitted a release abatement measure ram plan for this release. no ram completion statement has been received, therefore ram status reports were required 120 days after the submission of the ram plan and every six months thereafter. ram status reports were submitted on february 9, 1999, march 23, 2000, and january 16, 2001.",2001,2-0000284,DOUGLAS,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000284
2-0000284 - DOUGLAS - NON 02-08-2001,['40.0550'],"the department issued a tier ib permitto you which became effective on january 21, 1997. the deadline for completion and submittal of a phase if comprehensive site assessment csa and phase iii remedial action plan rap was january 21, 1999, and the deadline for a phase v remedy implementation plan re was january 21, 2000. the department has not received any of these submittals.",2001,2-0000284,DOUGLAS,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000284
2-0000284 - DOUGLAS - NON 02-13-2001,['40.0445'],"on december 11, 1997, you submitted a release abatement measure ram plan for this release. no ram completion statement has been received, therefore ram status reports were required 120 days after the submission of the ram plan and every six months thereafter. ram status reports were submitted on february 9, 1999, march 23, 2000, and january 16, 2001.",2001,2-0000284,DOUGLAS,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000284
2-0000284 - DOUGLAS - NON 02-13-2001,['40.0550'],"the department issued a tier ib permitto you which became effective on january 21, 1997. the deadline for completion and submittal of a phase ii comprehensive site assessment csa and phase iii remedial action plan rap was january 21, 1999, and the deadline for a phase iv remedy implementation plan rip was january 21, 2000. the department has not received any of these submittals.",2001,2-0000284,DOUGLAS,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000284
2-0000287 - AUBURN - NON  10-22-2001,['40.0550'],"the department originally identified the property as a disposal site in 1989. the department issued a tier ic permit for this site, which was accepted and became effective on august 15, 1996. a phase il comprehensive site assessment csa and phase iii remedial action plan rap were submitted on january 19, 2001. no phase iv remedy implementation plan rip or response action outcome statement rao have been submitted.",2001,2-0000287,AUBURN,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000287
2-0000287 - AUBURN - NON  10-22-2001,['40.0724'],"the department originally identified the property as a confirmed disposal site in 1989. the department issued a tier ic permit for this site, which was accepted and became effective on august 15, 1996. the tier ic permit expired on august 15, 2001. although further response actions are required at the site, no tier ic permit extension application was filed with the department.",2001,2-0000287,AUBURN,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000287
2-0000393 - NORTHBOROUGH - NON 08-01-2001,['40.0550'],"the department issued a tier ib permit for this site that became effective on june 22, 1994. the deadline for completion and submittal of a phase ii comprehensive site assessment csa and phase iii remedial action plan rap was june 22, 1996, and the deadline for a . phase iv remedy implementation plan rip was june 22, 1997, and the deadline for a response action outcome rao statement was june 22,1999. the department received a complete phase ii csa and phase ii rap on september 20, 2000. no phase iv rip or rao has been submitted.",2001,2-0000393,NORTHBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000393
2-0000393 - NORTHBOROUGH - NON 08-01-2001,['40.0740'],"the department issued a conditional tier ib permit extension for this site which became effective on february 18, 2000. the permit extension included special conditions requiring the submittal of a phase ii csa, phase il rap, and phase iv rip by march 30, 2000, and a phase iv asbuilt construction report, final inspection report, and phase iv completion statement on or before june 22, 2001. the department has not received any of the required phase iv submittals.",2001,2-0000393,NORTHBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000393
2-0000412 - BOXBOROUGH - NON 04-20-2001,"['40.1000', '40.0000', '40.0550']","description of activity or omission constituting non complian ce on march 15, 1994 the department issued a tier ib permit for this site, which was accepted and became effective on may 19, 1994. the required phase iit comprehensive site assessment csa, phase iii remedial action plan rap, phase v remedy implementation plan rip and response action outcome statement rao were never submitted. description of requirements not complied with 310 cmr 40.0550 response action deadlines and requirements for tier i disposal sites 2 deadlines for submittals. except as provided in 310 cmr 40.05503, or as expressly provided by 310 cmr 40.0000, or as otherwise ordered or agreed to in writing by the department, any person undertaking response actions at a tier i disposal site pursuant to a tier i permit shall submit the following documents to the department by the following deadlines a a phase ii report, and, if applicable, a phase iii remedial action plan within two years of the effective date of such permit b a phase iv remedy implementation plan within three years of the effective date of such permit c a response action outcome statement pursuant to 310 cmr 40.1000 within five years of the effective date of such permit. saac rent eer ehp a see tetris ure geeeeenenioeegrnse nase eee soe a gp aimee tne nonce013035 summer street, boxborough site 20412 tier ib permit 84837 the deadline for completion and submittal of a phase ii csa and phase ui rap was may 19, 1996, the deadline for a phase v rip was may 19, 1997, and the deadline for submittal of a rao was may 19, 1999. the department has not received any of these submittals. therefore, you have violated 310 cmr 40.05502. dates when noncompliance occurred february 18, 1999 description of activity or omission constituting n oncompliance on december 9, 1994 the department issued a tier ib permit for this site, which was accepted and became effective on may 19, 1994. the tier ib permit expired may 19, 1999. although further response actions are required at the site, no tier ib permit extension application was filed with the department. on february 7, 2001, the department spoke to your attorney, george nader, to discuss the need to file a permit extension application for this site. as of the date of this notice, a permit extension application has not been submitted.",2001,2-0000412,BOXBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000412
2-0000412 - BOXBOROUGH - NON 04-20-2001,['40.0724'],"description of activity or omission constituting n oncompliance on december 9, 1994 the department issued a tier ib permit for this site, which was accepted and became effective on may 19, 1994. the tier ib permit expired may 19, 1999. although further response actions are required at the site, no tier ib permit extension application was filed with the department. on february 7, 2001, the department spoke to your attorney, george nader, to discuss the need to file a permit extension application for this site. as of the date of this notice, a permit extension application has not been submitted. description of requirements not complied with 310 cmr 40.0724 processing of applications for permit extensions 1 an application for a permit extension shall be made at least 90 days prior to the expiration of a permit. the conditions of a tier i permit shall continue in force under m.g.l. c. 21e beyond the original permits expiration date if the permittee has made a timely application for extension. , tier ib permit 84837 expired on may 19, 1999... therefore, an application for a permit extension was required on or before november 18, 1999. as of the date of this notice, no application has been submitted to the department. therefore, you have violated 310 cmr 40.07241.",2001,2-0000412,BOXBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000412
2-0000483 - BLACKSTONE - NON  12-05-1997,"['40.0510', '40.0590']","a tier classification or a response action outcome statement rao was required by august 2, 1996. a notice was issued by the department on january 8, 1997 informing you that the site would be published as a tier ib default site and that you failed to submit a tier classification. it was not until april 16, 1997 that a tier classification package was received by the department from you. the department notified you on july 10, 1997 that the submittal was deficient due to the lack of a phase i limited site investigation, lack of an lsp evaluation opinion, an improperly completed bwsclo7a, and an incomplete numerical ranking system scoresheet. the department did not receive any countryside auto salvage, 20000483 public notification documents, such as the notices to local officials or a legal notice published in a local newspaper. description and deadlines of actions to be taken a phase i limited site investigation must be completed and submitted to the department. please submit a plan and a schedule for conducting necessary assessment work by december 10, 1997. the phase i investigation and required public involvement documents must be submitted to the department no later than january 10, 1997. the deficiencies in the forms must be corrected and submitted to the department no later than december 10, 1997. the above requirements constitute interim deadlines, pursuant to 310 cmr 40.0167.",1997,2-0000483,BLACKSTONE,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000483
2-0000510 - GARDNER - NON 12-13-2000,['40.0414'],"description of activity or omission constituting n oncompliance the department originally identified the property as a disposal site and assigned release tracking 20510 in 1989 due to a release of volatile organic compounds voc from underground storage tanks usts containing solvents. a waiver of ieee approvals was granted and became effective on october 10, 1993. on june 18, 1998 the department was notified of the presence of up to 400 parts per million of voc in groundwater at less than 15 feet below grade and within 30 feet of buildings at the site. the higher grounds ministry, including childcare facilities for the church, currently occupies the building at the site. release tracking 212256 was assigned to the new release condition. the department approved an immediate response action ira plan consisting of continued assessment of groundwater contamination and sampling and analysis of indoor air in the building at the site. sampling of indoor air conducted as part of the ira during 1998, 1999, and 2000 have consistently shown detectable concentrations of benzene, ethylbenzene, toluene, and xylenes, however, an imminent hazard evaluation submitted on august 19, 1998 concluded that the concentrations detected did not pose an imminent hazard. ira status reports submitted on october 16, 1998, april 21, 1999, october 22, 1999, and april 20, 2000 summarize the air sampling data but do not propose any action to mitigate the critical exposure pathway as required by 310 cmr 40.04143. on august 7, 1998, the department received a tier ii extension request for release tracking 20510 which incorporated the new release tracking 212256 and which stated that that after incorporating the new condition the site should remain as tier jj. on august 5, 1999, the department received a second tierji extension request. on october 13, 2000, the department received a third tier ii extension request. although the site was listed over eleven years ago, a phase ii comprehensive site assessment and risk characterization have yet to be completed. , l i nonce003076 former hirons upholstery, 29 maple street, gardner, rt 20510, rt 212256",2000,2-0000510,GARDNER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000510
2-0000510 - GARDNER - NON 12-13-2000,['40.0530'],"as previously described, investigations at the site have revealed elevated concentrations of voc in groundwater resulting in the presence of detectable voc in indoor air at the site. the tier ii extensions for this site incorporated this new release tracking 212256 into the old site 20510, but do not provide any numerical ranking system nrs score to support that.this is appropriate. the department has reviewed the information available to date and concludes that the site should be rescored and reclassified as a tier j site. the rescoring was required at the time when the information regarding the new notification condition became available to you.",2000,2-0000510,GARDNER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000510
2-0000510 - GARDNER - NON 12-13-2000,['40.0560'],"the department originally identified the property as a disposal site in 1989. a waiver of department approvals was granted and became effective on october 10, 1993. a waiver completion statement indicating that a temporary or permanent solution had been achieved was not submitted to the department within the fiveyear waiver deadline. on august 7, 1998, the department received a tier ij extension request for release tracking 20510, which incorporated the new release tracking 212256, and on august 5, 1999, and october 13, 2000 the department received second and third tier ii extension requests. although the site was listed over eleven years ago, a phase ii comprehensive site assessment and risk characterization have yet to be completed. because the site was not tier classified until 1998, the deadline for completion and sdtimitial of a phase ii comprehensive site assessment csa and phase iii remedial action plan rap was september 22, 2000. the department has not received these submittals.",2000,2-0000510,GARDNER,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000510
2-0000529 - WESTBOROUGH - NON 10-22-2001,['40.0445'],"on october 31, 1996, you submitted a release abatement measure ram plan for this release, proposing the installation and operation of a groundwater extraction and treatment system. no ram completion statement has been received, therefore ram status reports were required 120 days after the submission of the ram plan and every six months thereafter. ram status reports were submitted on march 28, 1997 and february 4, 1998. no ram status reports have been received since 1998.",2001,2-0000529,WESTBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000529
2-0000529 - WESTBOROUGH - NON 10-22-2001,['40.0550'],"the department issued a tier ic permit to northeast office and commercial properties, inc. that became effective on july 7, 1998. the deadline for completion and submittal of a phase il comprehensive site assessment csa and phase iii remedial action plan rap was july 7, 2000, and the deadline for a phase v remedy implementation plan rip was july 7, 2001. the department has not received any of these submittals.",2001,2-0000529,WESTBOROUGH,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000529
2-0000544 - HUDSON - NON 10-20-2000,['40.0904'],"a january 1998 report entitled phase ii comprehensive site assessment and phase hi identification and evaluation of comprehensive remedial action alternatives, bigelow street, hudson massachusetts, rtn no. 20544 was received by the department on january 21, 1998. the report includes a risk characterization and documents the presence of elevated groundwater concentrations of volatile organic compounds vocs, including toluene and chlorinated hydrocarbons, within the overburden and bedrock aquifers at the site. the report does not document, however, the complete horizontal and vertical extent of contamination for all contaminants at the site. for example, the report identifies private water supply wells on river road currently impacted by contamination from chlorinated hydrocarbons but neither attributes these levels to the contamination from the site nor define the horizontal and vertical extent of chlorinated hydrocarbon contamination at and emanating from the site. failure to define the nature and extent of contamination in the phase ii report is a violation of 310 cmr 40.0904 class i.",2000,2-0000544,HUDSON,https://eeaonline.eea.state.ma.us/EEA/fileviewer/Rtn.aspx?rtn=2-0000544
